"","V1","C_ele_gene_ID","WormBase.Gene.ID","Public.Name","Gene.Ontology.Association","Concise.Description","Automated.Description"
"225","Gpal_D383_g16715","W03F11.6","WBGene00021009","afd-1","adherens junction, ""cell adhesion molecule binding"", ""cell adhesion"", ""protein binding"", ""regulation of protein localization"", ""signal transduction""","N.A.","Is enriched in AB\; germ line\; head mesodermal cell\; mechanosensory neurons\; and muscle cell based on microarray and RNA-seq studies. Is affected by several genes including daf-16\; eat-2\; and sir-2.1 based on microarray and RNA-seq studies. Is affected by twelve chemicals including rotenone\; Cry5B\; and Psoralens based on RNA-seq and microarray studies. Human ortholog(s) of this gene are implicated in Parkinson's disease and breast carcinoma. Is predicted to encode a protein with the following domains: FHA domain\; PDZ domain\; DIL domain\; Forkhead-associated (FHA) domain\; PDZ domain\; Dilute domain\; SMAD\/FHA domain superfamily\; and PDZ superfamily. Is an ortholog of human AFDN (afadin, adherens junction formation factor)."
"226","Gpal_D383_g08761","F49E12.7","WBGene00009900","F49E12.7","integral component of membrane, ""membrane""","N.A.","Is enriched in amphid sheath cell\; neurons\; and ventral nerve cord based on tiling array\; RNA-seq\; and microarray studies. Is affected by several genes including daf-2\; sir-2.1\; and ain-1 based on RNA-seq and microarray studies. Is affected by fluoranthene and Sirolimus based on microarray studies. Is predicted to encode a protein with the following domain: ."
"227","Gpal_D383_g14945","F49E11.4","WBGene00009890","scl-9","extracellular space","scl-9 encodes a predicted extracellular protein that is a member of the C. elegans family of SCP\/TAPS domain-containing proteins\; loss of scl-9 via RNAi in wild-type and tub-1 and tph-1 mutant backgrounds results in reduced fat content.","Is enriched in male-specific anatomical entity and in male based on RNA-seq and microarray studies. Is affected by several genes including daf-2\; rrf-3\; and eat-2 based on tiling array\; microarray\; and RNA-seq studies. Is affected by eight chemicals including Alovudine\; stavudine\; and allantoin based on RNA-seq and microarray studies. Is predicted to encode a protein with the following domains: Cysteine-rich secretory protein family\; Cysteine-rich  secretory protein-related\; Venom allergen 5-like\; CAP domain\; and CAP superfamily. Is an ortholog of several human genes including CRISP2 (cysteine rich secretory protein 2)\; GLIPR1 (GLI pathogenesis related 1)\; and PI15 (peptidase inhibitor 15)."
"228","Gpal_D383_g17609","F45G2.10","WBGene00009736","ciao-2B","chromosome segregation, ""CIA complex"", ""iron-sulfur cluster assembly"", ""protein binding"", ""protein maturation by [4Fe-4S] cluster transfer""","N.A.","Is enriched in body wall muscle cell\; germ line\; germline precursor cell\; and intestine based on tiling array and RNA-seq studies. Is affected by several genes including daf-16\; let-7\; and gld-1 based on microarray\; proteomic\; and RNA-seq studies. Is affected by five chemicals including Rifampin\; allantoin\; and antimycin based on RNA-seq and microarray studies. Is predicted to encode a protein with the following domains: Iron-sulfur cluster assembly protein\; MIP18 family-like\; Fe-S cluster assembly domain superfamily\; and MIP18 family. Is an ortholog of human CIAO2B (cytosolic iron-sulfur assembly component 2B)."
"229","Gpal_D383_g02804","K04E7.2","WBGene00003877","pept-1","amino acid homeostasis, ""apical plasma membrane"", ""determination of adult lifespan"", ""dipeptide transmembrane transport"", ""dipeptide transmembrane transporter activity"", ""dipeptide transport"", ""integral component of membrane"", ""integral component of plasma membrane"", ""L-amino acid transport"", ""lipid storage"", ""membrane"", ""negative regulation of fatty acid transport"", ""nematode larval development"", ""oligopeptide transmembrane transport"", ""oligopeptide transmembrane transporter activity"", ""oligopeptide transport"", ""peptide transport"", ""plasma membrane"", ""positive regulation of growth rate"", ""positive regulation of multicellular organism growth"", ""protein transport"", ""regulation of brood size"", ""regulation of endoplasmic reticulum unfolded protein response"", ""regulation of pH"", ""regulation of TOR signaling"", ""reproduction"", ""response to heat"", ""response to oxidative stress"", ""transmembrane transport"", ""transmembrane transporter activity""","pept-1 encodes a low affinity\/high capacity oligopeptide transporter\; pept-1 is required for uptake of intact peptides from the intestine and thus for normal development, growth, and reproduction\; genetic studies indicate that pept-1 interacts with both the daf-2\/insulin- and let-363\/TOR-signaling pathways to regulate lifespan and with the daf-2 pathway to influence stress response\; PEPT-1 is expressed in the intestine where it localizes to the apical membrane.","Enables dipeptide transmembrane transporter activity. Is involved in several processes, including homeostatic process\; nitrogen compound transport\; and regulation of signal transduction. Located in apical plasma membrane. Is expressed in intestine. Is an ortholog of human SLC15A1 (solute carrier family 15 member 1)."
"230","Gpal_D383_g13363","C05E11.7","WBGene00015496","C05E11.7","N.A.","N.A.","Is enriched in NSM based on tiling array studies. Is affected by several genes including daf-16\; skn-1\; and rrf-3 based on tiling array\; microarray\; and RNA-seq studies. Is affected by thirteen chemicals including aldicarb\; Zidovudine\; and Psoralens based on microarray and RNA-seq studies."
"231","Gpal_D383_g09959","F38E11.4","WBGene00009541","cutl-17","integral component of membrane, ""membrane""","N.A.","Is enriched in DA neuron\; GABAergic neurons\; and VA neuron based on tiling array studies. Is affected by several genes including daf-16\; rrf-3\; and daf-12 based on tiling array\; microarray\; and RNA-seq studies. Is affected by eight chemicals including Tunicamycin\; manganese chloride\; and stavudine based on microarray and RNA-seq studies. Is predicted to encode a protein with the following domains: PAN domain\; Zona pellucida domain\; and PAN\/Apple domain."
"232","Gpal_D383_g05869","T19C3.2","WBGene00020560","T19C3.2","N.A.","N.A.","Is enriched in NSM\; germline precursor cell\; and hypodermis based on tiling array and RNA-seq studies. Is affected by several genes including daf-16\; daf-2\; and rrf-3 based on microarray\; RNA-seq\; and proteomic studies. Is affected by eighteen chemicals including hydrogen sulfide\; Nitric Oxide\; and methylmercury hydroxide based on microarray and RNA-seq studies. Is predicted to encode a protein with the following domain: Uncharacterized protein T19C3.2-like."
"233","Gpal_D383_g09538","Y116A8A.7","WBGene00013777","Y116A8A.7","cytoskeleton","N.A.","Is affected by several genes including daf-2\; eat-2\; and clk-1 based on tiling array\; microarray\; and RNA-seq studies. Is affected by six chemicals including metformin\; Sirolimus\; and resveratrol based on RNA-seq and microarray studies. Is predicted to encode a protein with the following domains: MSP (Major sperm protein) domain\; Major sperm protein (MSP) domain\; PapD-like superfamily\; and Immunoglobulin-like fold."
"234","Gpal_D383_g16964","ZK1067.4","WBGene00014210","ZK1067.4","integral component of membrane, ""membrane""","ZK1067.4 is a predicted transmembrane protein, with three putative transmembrane domains, that is orthologous to the human genes TMEM151A and TMEM151B\; in both C. elegans and mammals these genes are expressed in the nervous system\; genes of the ZK1067.4\/TMEM151 family are highly conserved, with homologs in nematodes, arthropods (but not Drosophila melanogaster), lophotrochozoans, deuterostomes (e.g., vertebrates), and unicellular eukaryotes, but are currently of unknown function.","Is enriched in neurons based on tiling array\; RNA-seq\; and microarray studies. Is affected by several genes including pgl-1\; daf-3\; and prg-1 based on microarray and RNA-seq studies. Is affected by six chemicals including Psoralens\; allantoin\; and Sirolimus based on RNA-seq and microarray studies. Is predicted to encode a protein with the following domains: TMEM151 family and Transmembrane protein 151. Is an ortholog of human TMEM151A (transmembrane protein 151A) and TMEM151B (transmembrane protein 151B)."
"235","Gpal_D383_g13886","B0035.3","WBGene00007106","B0035.3","ADP-ribosylglutamate hydrolase activity, ""cellular response to DNA damage stimulus"", ""nucleoplasm"", ""peptidyl-glutamate ADP-deribosylation"", ""purine nucleoside metabolic process""","N.A.","Is enriched in germ line\; germline precursor cell\; and intestine based on tiling array\; RNA-seq\; and microarray studies. Is affected by several genes including daf-12\; hsf-1\; and let-7 based on microarray\; tiling array\; proteomic\; and RNA-seq studies. Is affected by eight chemicals including rotenone\; manganese chloride\; and Sirolimus based on RNA-seq and microarray studies. Is predicted to encode a protein with the following domains: Macro domain\; Macro domain\; and Macro domain-like. Is an ortholog of human MACROD1 (mono-ADP ribosylhydrolase 1)."
"236","Gpal_D383_g13635","Y55F3C.10","WBGene00044460","Y55F3C.10","integral component of membrane, ""membrane""","N.A.","Is enriched in NSM based on tiling array studies. Is affected by several genes including daf-2\; csr-1\; and mir-34 based on tiling array\; RNA-seq\; and microarray studies. Is affected by nine chemicals including multi-walled carbon nanotube\; metformin\; and Sirolimus based on RNA-seq and microarray studies. Is predicted to encode a protein with the following domains: Serpentine type 7TM GPCR chemoreceptor Srt and 7TM GPCR, serpentine receptor class t (Srt)."
"237","Gpal_D383_g11904","Y4C6B.2","WBGene00021156","Y4C6B.2","integral component of membrane, ""membrane"", ""plasma membrane""","N.A.","Is enriched in dopaminergic neurons\; hypodermis\; and neurons based on tiling array\; RNA-seq\; and microarray studies. Is affected by several genes including daf-16\; daf-2\; and rrf-3 based on tiling array\; RNA-seq\; and microarray studies. Is affected by fifteen chemicals including hydrogen sulfide\; Mercuric Chloride\; and rotenone based on microarray and RNA-seq studies. Is predicted to encode a protein with the following domains: Transmembrane amino acid transporter protein and Amino acid transporter, transmembrane domain. Is an ortholog of human SLC38A8 (solute carrier family 38 member 8)."
"238","Gpal_D383_g02966","C45G9.7","WBGene00016678","txbp-3","protein binding","N.A.","Is enriched in AFD\; body wall muscle cell\; excretory cell\; germ line\; and somatic gonad precursor based on tiling array and RNA-seq studies. Is affected by several genes including glp-1\; daf-12\; and sir-2.1 based on microarray\; RNA-seq\; and tiling array studies. Is affected by nine chemicals including hydrogen sulfide\; rotenone\; and Alovudine based on microarray and RNA-seq studies. Is predicted to encode a protein with the following domains: PDZ domain\; PDZ domain\; Tax1-binding protein 3\; and PDZ superfamily. Is an ortholog of human TAX1BP3 (Tax1 binding protein 3)."
"239","Gpal_D383_g05111","R53.6","WBGene00011275","psf-1","DNA replication, ""DNA strand elongation involved in mitotic DNA replication"", ""GINS complex"", ""nucleus""","N.A.","Is enriched in cephalic sheath cell\; germ line\; and pharyngeal muscle cell based on tiling array and RNA-seq studies. Is affected by several genes including daf-2\; daf-12\; and dpy-10 based on microarray\; tiling array\; RNA-seq\; and proteomic studies. Is affected by eight chemicals including rotenone\; Zidovudine\; and Rifampin based on RNA-seq and microarray studies. Human ortholog(s) of this gene are implicated in immunodeficiency 55. Is predicted to encode a protein with the following domains: GINS complex protein\; GINS complex, subunit Psf1\; GINS subunit, domain A\; and GINS, helical bundle-like domain superfamily. Is an ortholog of human GINS1 (GINS complex subunit 1)."
"240","Gpal_D383_g03234","R07E5.4","WBGene00011112","R07E5.4","oxidoreductase activity, oxidoreductase activity"", acting on a sulfur group of donors, disulfide as acceptor""","N.A.","Is enriched in ASER\; Z1\; Z4\; germline precursor cell\; and intestine based on Chronogram\; tiling array\; and RNA-seq studies. Is affected by several genes including daf-16\; daf-2\; and glp-1 based on microarray\; tiling array\; and RNA-seq studies. Is affected by eighteen chemicals including Ethanol\; sodium arsenite\; and indole based on RNA-seq and microarray studies. Is predicted to encode a protein with the following domains: Gamma interferon inducible lysosomal thiol reductase (GILT) and Gamma interferon inducible lysosomal thiol reductase GILT. Is an ortholog of human IFI30 (IFI30 lysosomal thiol reductase)."
